Saison	Kalenderwoche	Bundesland	Bundesland_ID	Altersgruppe	ARE_Konsultationsinzidenz
2016/17	2017-W03	Bundesweit	0	00+	1787
2016/17	2017-W03	Bundesweit	0	0-4	6389
2016/17	2017-W03	Bundesweit	0	5-14	2454
2016/17	2017-W03	Bundesweit	0	15-34	1993
2016/17	2017-W03	Bundesweit	0	60+	825
2016/17	2017-W03	Bundesweit	0	35-59	1645
2016/17	2017-W04	Bundesweit	0	00+	2083
2016/17	2017-W04	Bundesweit	0	0-4	7271
2016/17	2017-W04	Bundesweit	0	5-14	3257
2016/17	2017-W04	Bundesweit	0	15-34	2266
2016/17	2017-W04	Bundesweit	0	60+	933
2016/17	2017-W04	Bundesweit	0	35-59	1901
2016/17	2017-W05	Bundesweit	0	00+	2290
2016/17	2017-W05	Bundesweit	0	0-4	7288
2016/17	2017-W05	Bundesweit	0	5-14	3587
2016/17	2017-W05	Bundesweit	0	15-34	2441
2016/17	2017-W05	Bundesweit	0	60+	1109
2016/17	2017-W05	Bundesweit	0	35-59	2145
2016/17	2017-W06	Bundesweit	0	00+	2250
2016/17	2017-W06	Bundesweit	0	0-4	6964
2016/17	2017-W06	Bundesweit	0	5-14	2957
2016/17	2017-W06	Bundesweit	0	15-34	2451
2016/17	2017-W06	Bundesweit	0	60+	1115
2016/17	2017-W06	Bundesweit	0	35-59	2220
2016/17	2017-W07	Bundesweit	0	00+	2134
2016/17	2017-W07	Bundesweit	0	0-4	6301
2016/17	2017-W07	Bundesweit	0	5-14	2649
2016/17	2017-W07	Bundesweit	0	15-34	2325
2016/17	2017-W07	Bundesweit	0	60+	1096
2016/17	2017-W07	Bundesweit	0	35-59	2152
2016/17	2017-W08	Bundesweit	0	00+	1800
2016/17	2017-W08	Bundesweit	0	0-4	5213
2016/17	2017-W08	Bundesweit	0	5-14	2129
2016/17	2017-W08	Bundesweit	0	15-34	2006
2016/17	2017-W08	Bundesweit	0	60+	934
2016/17	2017-W08	Bundesweit	0	35-59	1819
2016/17	2017-W09	Bundesweit	0	00+	1414
2016/17	2017-W09	Bundesweit	0	0-4	4310
2016/17	2017-W09	Bundesweit	0	5-14	1660
2016/17	2017-W09	Bundesweit	0	15-34	1670
2016/17	2017-W09	Bundesweit	0	60+	681
2016/17	2017-W09	Bundesweit	0	35-59	1382
2016/17	2017-W10	Bundesweit	0	00+	1367
2016/17	2017-W10	Bundesweit	0	0-4	4963
2016/17	2017-W10	Bundesweit	0	5-14	1685
2016/17	2017-W10	Bundesweit	0	15-34	1541
2016/17	2017-W10	Bundesweit	0	60+	629
2016/17	2017-W10	Bundesweit	0	35-59	1284
2016/17	2017-W11	Bundesweit	0	00+	1134
2016/17	2017-W11	Bundesweit	0	0-4	4517
2016/17	2017-W11	Bundesweit	0	5-14	1497
2016/17	2017-W11	Bundesweit	0	15-34	1249
2016/17	2017-W11	Bundesweit	0	60+	509
2016/17	2017-W11	Bundesweit	0	35-59	1021
2016/17	2017-W12	Bundesweit	0	00+	1039
2016/17	2017-W12	Bundesweit	0	0-4	4297
2016/17	2017-W12	Bundesweit	0	5-14	1380
2016/17	2017-W12	Bundesweit	0	15-34	1137
2016/17	2017-W12	Bundesweit	0	60+	445
2016/17	2017-W12	Bundesweit	0	35-59	933
2016/17	2017-W13	Bundesweit	0	00+	957
2016/17	2017-W13	Bundesweit	0	0-4	4025
2016/17	2017-W13	Bundesweit	0	5-14	1365
2016/17	2017-W13	Bundesweit	0	15-34	1106
2016/17	2017-W13	Bundesweit	0	60+	403
2016/17	2017-W13	Bundesweit	0	35-59	796
2016/17	2017-W14	Bundesweit	0	00+	928
2016/17	2017-W14	Bundesweit	0	0-4	4193
2016/17	2017-W14	Bundesweit	0	5-14	1313
2016/17	2017-W14	Bundesweit	0	15-34	954
2016/17	2017-W14	Bundesweit	0	60+	411
2016/17	2017-W14	Bundesweit	0	35-59	798
2016/17	2017-W15	Bundesweit	0	00+	673
2016/17	2017-W15	Bundesweit	0	0-4	3495
2016/17	2017-W15	Bundesweit	0	5-14	833
2016/17	2017-W15	Bundesweit	0	15-34	712
2016/17	2017-W15	Bundesweit	0	60+	306
2016/17	2017-W15	Bundesweit	0	35-59	532
2016/17	2017-W16	Bundesweit	0	00+	702
2016/17	2017-W16	Bundesweit	0	0-4	3150
2016/17	2017-W16	Bundesweit	0	5-14	717
2016/17	2017-W16	Bundesweit	0	15-34	829
2016/17	2017-W16	Bundesweit	0	60+	309
2016/17	2017-W16	Bundesweit	0	35-59	607
2016/17	2017-W17	Bundesweit	0	00+	807
2016/17	2017-W17	Bundesweit	0	0-4	3338
2016/17	2017-W17	Bundesweit	0	5-14	943
2016/17	2017-W17	Bundesweit	0	15-34	936
2016/17	2017-W17	Bundesweit	0	60+	358
2016/17	2017-W17	Bundesweit	0	35-59	714
2016/17	2017-W18	Bundesweit	0	00+	712
2016/17	2017-W18	Bundesweit	0	0-4	2832
2016/17	2017-W18	Bundesweit	0	5-14	911
2016/17	2017-W18	Bundesweit	0	15-34	858
2016/17	2017-W18	Bundesweit	0	60+	303
2016/17	2017-W18	Bundesweit	0	35-59	612
2016/17	2017-W19	Bundesweit	0	00+	874
2016/17	2017-W19	Bundesweit	0	0-4	3497
2016/17	2017-W19	Bundesweit	0	5-14	1207
2016/17	2017-W19	Bundesweit	0	15-34	1080
2016/17	2017-W19	Bundesweit	0	60+	345
2016/17	2017-W19	Bundesweit	0	35-59	730
2016/17	2017-W20	Bundesweit	0	00+	754
2016/17	2017-W20	Bundesweit	0	0-4	3175
2016/17	2017-W20	Bundesweit	0	5-14	1160
2016/17	2017-W20	Bundesweit	0	15-34	892
2016/17	2017-W20	Bundesweit	0	60+	306
2016/17	2017-W20	Bundesweit	0	35-59	601
2016/17	2017-W21	Bundesweit	0	00+	533
2016/17	2017-W21	Bundesweit	0	0-4	2489
2016/17	2017-W21	Bundesweit	0	5-14	815
2016/17	2017-W21	Bundesweit	0	15-34	624
2016/17	2017-W21	Bundesweit	0	60+	219
2016/17	2017-W21	Bundesweit	0	35-59	398
2016/17	2017-W22	Bundesweit	0	00+	621
2016/17	2017-W22	Bundesweit	0	0-4	2765
2016/17	2017-W22	Bundesweit	0	5-14	963
2016/17	2017-W22	Bundesweit	0	15-34	754
2016/17	2017-W22	Bundesweit	0	60+	253
2016/17	2017-W22	Bundesweit	0	35-59	460
2016/17	2017-W23	Bundesweit	0	00+	461
2016/17	2017-W23	Bundesweit	0	0-4	2093
2016/17	2017-W23	Bundesweit	0	5-14	638
2016/17	2017-W23	Bundesweit	0	15-34	577
2016/17	2017-W23	Bundesweit	0	60+	180
2016/17	2017-W23	Bundesweit	0	35-59	351
2016/17	2017-W24	Bundesweit	0	00+	436
2016/17	2017-W24	Bundesweit	0	0-4	1809
2016/17	2017-W24	Bundesweit	0	5-14	659
2016/17	2017-W24	Bundesweit	0	15-34	571
2016/17	2017-W24	Bundesweit	0	60+	151
2016/17	2017-W24	Bundesweit	0	35-59	338
2016/17	2017-W25	Bundesweit	0	00+	491
2016/17	2017-W25	Bundesweit	0	0-4	2084
2016/17	2017-W25	Bundesweit	0	5-14	710
2016/17	2017-W25	Bundesweit	0	15-34	592
2016/17	2017-W25	Bundesweit	0	60+	188
2016/17	2017-W25	Bundesweit	0	35-59	400
2016/17	2017-W26	Bundesweit	0	00+	531
2016/17	2017-W26	Bundesweit	0	0-4	2365
2016/17	2017-W26	Bundesweit	0	5-14	846
2016/17	2017-W26	Bundesweit	0	15-34	624
2016/17	2017-W26	Bundesweit	0	60+	208
2016/17	2017-W26	Bundesweit	0	35-59	409
2016/17	2017-W27	Bundesweit	0	00+	569
2016/17	2017-W27	Bundesweit	0	0-4	2481
2016/17	2017-W27	Bundesweit	0	5-14	841
2016/17	2017-W27	Bundesweit	0	15-34	661
2016/17	2017-W27	Bundesweit	0	60+	232
2016/17	2017-W27	Bundesweit	0	35-59	458
2016/17	2017-W28	Bundesweit	0	00+	542
2016/17	2017-W28	Bundesweit	0	0-4	2441
2016/17	2017-W28	Bundesweit	0	5-14	801
2016/17	2017-W28	Bundesweit	0	15-34	686
2016/17	2017-W28	Bundesweit	0	60+	200
2016/17	2017-W28	Bundesweit	0	35-59	405
2016/17	2017-W29	Bundesweit	0	00+	522
2016/17	2017-W29	Bundesweit	0	0-4	2306
2016/17	2017-W29	Bundesweit	0	5-14	806
2016/17	2017-W29	Bundesweit	0	15-34	631
2016/17	2017-W29	Bundesweit	0	60+	172
2016/17	2017-W29	Bundesweit	0	35-59	422
2016/17	2017-W30	Bundesweit	0	00+	563
2016/17	2017-W30	Bundesweit	0	0-4	2729
2016/17	2017-W30	Bundesweit	0	5-14	755
2016/17	2017-W30	Bundesweit	0	15-34	713
2016/17	2017-W30	Bundesweit	0	60+	206
2016/17	2017-W30	Bundesweit	0	35-59	416
2016/17	2017-W31	Bundesweit	0	00+	456
2016/17	2017-W31	Bundesweit	0	0-4	2240
2016/17	2017-W31	Bundesweit	0	5-14	638
2016/17	2017-W31	Bundesweit	0	15-34	533
2016/17	2017-W31	Bundesweit	0	60+	196
2016/17	2017-W31	Bundesweit	0	35-59	333
2016/17	2017-W32	Bundesweit	0	00+	455
2016/17	2017-W32	Bundesweit	0	0-4	2312
2016/17	2017-W32	Bundesweit	0	5-14	613
2016/17	2017-W32	Bundesweit	0	15-34	541
2016/17	2017-W32	Bundesweit	0	60+	184
2016/17	2017-W32	Bundesweit	0	35-59	330
2016/17	2017-W33	Bundesweit	0	00+	453
2016/17	2017-W33	Bundesweit	0	0-4	1934
2016/17	2017-W33	Bundesweit	0	5-14	591
2016/17	2017-W33	Bundesweit	0	15-34	597
2016/17	2017-W33	Bundesweit	0	60+	173
2016/17	2017-W33	Bundesweit	0	35-59	350
2016/17	2017-W34	Bundesweit	0	00+	553
2016/17	2017-W34	Bundesweit	0	0-4	2301
2016/17	2017-W34	Bundesweit	0	5-14	721
2016/17	2017-W34	Bundesweit	0	15-34	815
2016/17	2017-W34	Bundesweit	0	60+	173
2016/17	2017-W34	Bundesweit	0	35-59	409
2016/17	2017-W35	Bundesweit	0	00+	581
2016/17	2017-W35	Bundesweit	0	0-4	2617
2016/17	2017-W35	Bundesweit	0	5-14	908
2016/17	2017-W35	Bundesweit	0	15-34	752
2016/17	2017-W35	Bundesweit	0	60+	197
2016/17	2017-W35	Bundesweit	0	35-59	424
2016/17	2017-W36	Bundesweit	0	00+	703
2016/17	2017-W36	Bundesweit	0	0-4	2804
2016/17	2017-W36	Bundesweit	0	5-14	957
2016/17	2017-W36	Bundesweit	0	15-34	980
2016/17	2017-W36	Bundesweit	0	60+	211
2016/17	2017-W36	Bundesweit	0	35-59	571
2016/17	2017-W37	Bundesweit	0	00+	849
2016/17	2017-W37	Bundesweit	0	0-4	3444
2016/17	2017-W37	Bundesweit	0	5-14	1101
2016/17	2017-W37	Bundesweit	0	15-34	1125
2016/17	2017-W37	Bundesweit	0	60+	310
2016/17	2017-W37	Bundesweit	0	35-59	692
2016/17	2017-W38	Bundesweit	0	00+	1149
2016/17	2017-W38	Bundesweit	0	0-4	4270
2016/17	2017-W38	Bundesweit	0	5-14	1551
2016/17	2017-W38	Bundesweit	0	15-34	1564
2016/17	2017-W38	Bundesweit	0	60+	348
2016/17	2017-W38	Bundesweit	0	35-59	997
2016/17	2017-W39	Bundesweit	0	00+	1227
2016/17	2017-W39	Bundesweit	0	0-4	4441
2016/17	2017-W39	Bundesweit	0	5-14	1572
2016/17	2017-W39	Bundesweit	0	15-34	1733
2016/17	2017-W39	Bundesweit	0	60+	399
2016/17	2017-W39	Bundesweit	0	35-59	1040
2017/18	2017-W40	Bundesweit	0	00+	1042
2017/18	2017-W40	Bundesweit	0	0-4	3820
2017/18	2017-W40	Bundesweit	0	5-14	1118
2017/18	2017-W40	Bundesweit	0	15-34	1313
2017/18	2017-W40	Bundesweit	0	60+	449
2017/18	2017-W40	Bundesweit	0	35-59	947
2017/18	2017-W41	Bundesweit	0	00+	1194
2017/18	2017-W41	Bundesweit	0	0-4	4219
2017/18	2017-W41	Bundesweit	0	5-14	1180
2017/18	2017-W41	Bundesweit	0	15-34	1464
2017/18	2017-W41	Bundesweit	0	60+	528
2017/18	2017-W41	Bundesweit	0	35-59	1148
2017/18	2017-W42	Bundesweit	0	00+	1086
2017/18	2017-W42	Bundesweit	0	0-4	4290
2017/18	2017-W42	Bundesweit	0	5-14	1253
2017/18	2017-W42	Bundesweit	0	15-34	1269
2017/18	2017-W42	Bundesweit	0	60+	436
2017/18	2017-W42	Bundesweit	0	35-59	1016
2017/18	2017-W43	Bundesweit	0	00+	1078
2017/18	2017-W43	Bundesweit	0	0-4	4379
2017/18	2017-W43	Bundesweit	0	5-14	1256
2017/18	2017-W43	Bundesweit	0	15-34	1292
2017/18	2017-W43	Bundesweit	0	60+	427
2017/18	2017-W43	Bundesweit	0	35-59	973
2017/18	2017-W44	Bundesweit	0	00+	714
2017/18	2017-W44	Bundesweit	0	0-4	3136
2017/18	2017-W44	Bundesweit	0	5-14	911
2017/18	2017-W44	Bundesweit	0	15-34	868
2017/18	2017-W44	Bundesweit	0	60+	246
2017/18	2017-W44	Bundesweit	0	35-59	616
2017/18	2017-W45	Bundesweit	0	00+	1096
2017/18	2017-W45	Bundesweit	0	0-4	3774
2017/18	2017-W45	Bundesweit	0	5-14	1319
2017/18	2017-W45	Bundesweit	0	15-34	1360
2017/18	2017-W45	Bundesweit	0	60+	445
2017/18	2017-W45	Bundesweit	0	35-59	1027
2017/18	2017-W46	Bundesweit	0	00+	1155
2017/18	2017-W46	Bundesweit	0	0-4	4319
2017/18	2017-W46	Bundesweit	0	5-14	1641
2017/18	2017-W46	Bundesweit	0	15-34	1391
2017/18	2017-W46	Bundesweit	0	60+	405
2017/18	2017-W46	Bundesweit	0	35-59	1056
2017/18	2017-W47	Bundesweit	0	00+	1192
2017/18	2017-W47	Bundesweit	0	0-4	4851
2017/18	2017-W47	Bundesweit	0	5-14	1666
2017/18	2017-W47	Bundesweit	0	15-34	1415
2017/18	2017-W47	Bundesweit	0	60+	432
2017/18	2017-W47	Bundesweit	0	35-59	1047
2017/18	2017-W48	Bundesweit	0	00+	1210
2017/18	2017-W48	Bundesweit	0	0-4	4732
2017/18	2017-W48	Bundesweit	0	5-14	1611
2017/18	2017-W48	Bundesweit	0	15-34	1513
2017/18	2017-W48	Bundesweit	0	60+	403
2017/18	2017-W48	Bundesweit	0	35-59	1084
2017/18	2017-W49	Bundesweit	0	00+	1262
2017/18	2017-W49	Bundesweit	0	0-4	4494
2017/18	2017-W49	Bundesweit	0	5-14	1681
2017/18	2017-W49	Bundesweit	0	15-34	1534
2017/18	2017-W49	Bundesweit	0	60+	442
2017/18	2017-W49	Bundesweit	0	35-59	1201
2017/18	2017-W50	Bundesweit	0	00+	1299
2017/18	2017-W50	Bundesweit	0	0-4	5121
2017/18	2017-W50	Bundesweit	0	5-14	1829
2017/18	2017-W50	Bundesweit	0	15-34	1580
2017/18	2017-W50	Bundesweit	0	60+	470
2017/18	2017-W50	Bundesweit	0	35-59	1135
2017/18	2017-W51	Bundesweit	0	00+	1227
2017/18	2017-W51	Bundesweit	0	0-4	5105
2017/18	2017-W51	Bundesweit	0	5-14	1751
2017/18	2017-W51	Bundesweit	0	15-34	1437
2017/18	2017-W51	Bundesweit	0	60+	480
2017/18	2017-W51	Bundesweit	0	35-59	1039
2017/18	2017-W52	Bundesweit	0	00+	686
2017/18	2017-W52	Bundesweit	0	0-4	3240
2017/18	2017-W52	Bundesweit	0	5-14	898
2017/18	2017-W52	Bundesweit	0	15-34	633
2017/18	2017-W52	Bundesweit	0	60+	350
2017/18	2017-W52	Bundesweit	0	35-59	599
2017/18	2018-W01	Bundesweit	0	00+	1192
2017/18	2018-W01	Bundesweit	0	0-4	3621
2017/18	2018-W01	Bundesweit	0	5-14	1086
2017/18	2018-W01	Bundesweit	0	15-34	1284
2017/18	2018-W01	Bundesweit	0	60+	701
2017/18	2018-W01	Bundesweit	0	35-59	1225
2017/18	2018-W02	Bundesweit	0	00+	1349
2017/18	2018-W02	Bundesweit	0	0-4	3947
2017/18	2018-W02	Bundesweit	0	5-14	1508
2017/18	2018-W02	Bundesweit	0	15-34	1595
2017/18	2018-W02	Bundesweit	0	60+	677
2017/18	2018-W02	Bundesweit	0	35-59	1335
2017/18	2018-W03	Bundesweit	0	00+	1387
2017/18	2018-W03	Bundesweit	0	0-4	4988
2017/18	2018-W03	Bundesweit	0	5-14	2028
2017/18	2018-W03	Bundesweit	0	15-34	1524
2017/18	2018-W03	Bundesweit	0	60+	591
2017/18	2018-W03	Bundesweit	0	35-59	1292
2017/18	2018-W04	Bundesweit	0	00+	1622
2017/18	2018-W04	Bundesweit	0	0-4	6501
2017/18	2018-W04	Bundesweit	0	5-14	2782
2017/18	2018-W04	Bundesweit	0	15-34	1674
2017/18	2018-W04	Bundesweit	0	60+	627
2017/18	2018-W04	Bundesweit	0	35-59	1443
2017/18	2018-W05	Bundesweit	0	00+	1823
2017/18	2018-W05	Bundesweit	0	0-4	6736
2017/18	2018-W05	Bundesweit	0	5-14	3185
2017/18	2018-W05	Bundesweit	0	15-34	1843
2017/18	2018-W05	Bundesweit	0	60+	733
2017/18	2018-W05	Bundesweit	0	35-59	1685
2017/18	2018-W06	Bundesweit	0	00+	1959
2017/18	2018-W06	Bundesweit	0	0-4	6931
2017/18	2018-W06	Bundesweit	0	5-14	3046
2017/18	2018-W06	Bundesweit	0	15-34	2039
2017/18	2018-W06	Bundesweit	0	60+	787
2017/18	2018-W06	Bundesweit	0	35-59	1906
2017/18	2018-W07	Bundesweit	0	00+	2310
2017/18	2018-W07	Bundesweit	0	0-4	7330
2017/18	2018-W07	Bundesweit	0	5-14	2915
2017/18	2018-W07	Bundesweit	0	15-34	2477
2017/18	2018-W07	Bundesweit	0	60+	991
2017/18	2018-W07	Bundesweit	0	35-59	2430
2017/18	2018-W08	Bundesweit	0	00+	2835
2017/18	2018-W08	Bundesweit	0	0-4	7476
2017/18	2018-W08	Bundesweit	0	5-14	3453
2017/18	2018-W08	Bundesweit	0	15-34	2986
2017/18	2018-W08	Bundesweit	0	60+	1332
2017/18	2018-W08	Bundesweit	0	35-59	3155
2017/18	2018-W09	Bundesweit	0	00+	2730
2017/18	2018-W09	Bundesweit	0	0-4	6959
2017/18	2018-W09	Bundesweit	0	5-14	3509
2017/18	2018-W09	Bundesweit	0	15-34	3028
2017/18	2018-W09	Bundesweit	0	60+	1272
2017/18	2018-W09	Bundesweit	0	35-59	2933
2017/18	2018-W10	Bundesweit	0	00+	2632
2017/18	2018-W10	Bundesweit	0	0-4	6494
2017/18	2018-W10	Bundesweit	0	5-14	3334
2017/18	2018-W10	Bundesweit	0	15-34	2790
2017/18	2018-W10	Bundesweit	0	60+	1362
2017/18	2018-W10	Bundesweit	0	35-59	2848
2017/18	2018-W11	Bundesweit	0	00+	2123
2017/18	2018-W11	Bundesweit	0	0-4	6018
2017/18	2018-W11	Bundesweit	0	5-14	2674
2017/18	2018-W11	Bundesweit	0	15-34	2202
2017/18	2018-W11	Bundesweit	0	60+	1143
2017/18	2018-W11	Bundesweit	0	35-59	2196
2017/18	2018-W12	Bundesweit	0	00+	1581
2017/18	2018-W12	Bundesweit	0	0-4	4917
2017/18	2018-W12	Bundesweit	0	5-14	1997
2017/18	2018-W12	Bundesweit	0	15-34	1746
2017/18	2018-W12	Bundesweit	0	60+	810
2017/18	2018-W12	Bundesweit	0	35-59	1539
2017/18	2018-W13	Bundesweit	0	00+	1044
2017/18	2018-W13	Bundesweit	0	0-4	3899
2017/18	2018-W13	Bundesweit	0	5-14	1021
2017/18	2018-W13	Bundesweit	0	15-34	1078
2017/18	2018-W13	Bundesweit	0	60+	575
2017/18	2018-W13	Bundesweit	0	35-59	1024
2017/18	2018-W14	Bundesweit	0	00+	941
2017/18	2018-W14	Bundesweit	0	0-4	3420
2017/18	2018-W14	Bundesweit	0	5-14	759
2017/18	2018-W14	Bundesweit	0	15-34	1021
2017/18	2018-W14	Bundesweit	0	60+	541
2017/18	2018-W14	Bundesweit	0	35-59	924
2017/18	2018-W15	Bundesweit	0	00+	905
2017/18	2018-W15	Bundesweit	0	0-4	3228
2017/18	2018-W15	Bundesweit	0	5-14	961
2017/18	2018-W15	Bundesweit	0	15-34	1026
2017/18	2018-W15	Bundesweit	0	60+	493
2017/18	2018-W15	Bundesweit	0	35-59	833
2017/18	2018-W16	Bundesweit	0	00+	696
2017/18	2018-W16	Bundesweit	0	0-4	2695
2017/18	2018-W16	Bundesweit	0	5-14	945
2017/18	2018-W16	Bundesweit	0	15-34	752
2017/18	2018-W16	Bundesweit	0	60+	354
2017/18	2018-W16	Bundesweit	0	35-59	605
2017/18	2018-W17	Bundesweit	0	00+	732
2017/18	2018-W17	Bundesweit	0	0-4	3484
2017/18	2018-W17	Bundesweit	0	5-14	1149
2017/18	2018-W17	Bundesweit	0	15-34	804
2017/18	2018-W17	Bundesweit	0	60+	299
2017/18	2018-W17	Bundesweit	0	35-59	561
2017/18	2018-W18	Bundesweit	0	00+	555
2017/18	2018-W18	Bundesweit	0	0-4	2400
2017/18	2018-W18	Bundesweit	0	5-14	857
2017/18	2018-W18	Bundesweit	0	15-34	673
2017/18	2018-W18	Bundesweit	0	60+	216
2017/18	2018-W18	Bundesweit	0	35-59	426
2017/18	2018-W19	Bundesweit	0	00+	498
2017/18	2018-W19	Bundesweit	0	0-4	2352
2017/18	2018-W19	Bundesweit	0	5-14	784
2017/18	2018-W19	Bundesweit	0	15-34	590
2017/18	2018-W19	Bundesweit	0	60+	198
2017/18	2018-W19	Bundesweit	0	35-59	359
2017/18	2018-W20	Bundesweit	0	00+	628
2017/18	2018-W20	Bundesweit	0	0-4	2953
2017/18	2018-W20	Bundesweit	0	5-14	898
2017/18	2018-W20	Bundesweit	0	15-34	784
2017/18	2018-W20	Bundesweit	0	60+	237
2017/18	2018-W20	Bundesweit	0	35-59	462
2017/18	2018-W21	Bundesweit	0	00+	483
2017/18	2018-W21	Bundesweit	0	0-4	2003
2017/18	2018-W21	Bundesweit	0	5-14	614
2017/18	2018-W21	Bundesweit	0	15-34	603
2017/18	2018-W21	Bundesweit	0	60+	202
2017/18	2018-W21	Bundesweit	0	35-59	393
2017/18	2018-W22	Bundesweit	0	00+	410
2017/18	2018-W22	Bundesweit	0	0-4	1765
2017/18	2018-W22	Bundesweit	0	5-14	589
2017/18	2018-W22	Bundesweit	0	15-34	502
2017/18	2018-W22	Bundesweit	0	60+	170
2017/18	2018-W22	Bundesweit	0	35-59	315
2017/18	2018-W23	Bundesweit	0	00+	478
2017/18	2018-W23	Bundesweit	0	0-4	1959
2017/18	2018-W23	Bundesweit	0	5-14	724
2017/18	2018-W23	Bundesweit	0	15-34	611
2017/18	2018-W23	Bundesweit	0	60+	171
2017/18	2018-W23	Bundesweit	0	35-59	379
2017/18	2018-W24	Bundesweit	0	00+	503
2017/18	2018-W24	Bundesweit	0	0-4	2165
2017/18	2018-W24	Bundesweit	0	5-14	889
2017/18	2018-W24	Bundesweit	0	15-34	619
2017/18	2018-W24	Bundesweit	0	60+	182
2017/18	2018-W24	Bundesweit	0	35-59	366
2017/18	2018-W25	Bundesweit	0	00+	547
2017/18	2018-W25	Bundesweit	0	0-4	2342
2017/18	2018-W25	Bundesweit	0	5-14	916
2017/18	2018-W25	Bundesweit	0	15-34	644
2017/18	2018-W25	Bundesweit	0	60+	212
2017/18	2018-W25	Bundesweit	0	35-59	420
2017/18	2018-W26	Bundesweit	0	00+	595
2017/18	2018-W26	Bundesweit	0	0-4	2588
2017/18	2018-W26	Bundesweit	0	5-14	921
2017/18	2018-W26	Bundesweit	0	15-34	760
2017/18	2018-W26	Bundesweit	0	60+	189
2017/18	2018-W26	Bundesweit	0	35-59	465
2017/18	2018-W27	Bundesweit	0	00+	617
2017/18	2018-W27	Bundesweit	0	0-4	2698
2017/18	2018-W27	Bundesweit	0	5-14	942
2017/18	2018-W27	Bundesweit	0	15-34	696
2017/18	2018-W27	Bundesweit	0	60+	248
2017/18	2018-W27	Bundesweit	0	35-59	501
2017/18	2018-W28	Bundesweit	0	00+	546
2017/18	2018-W28	Bundesweit	0	0-4	2387
2017/18	2018-W28	Bundesweit	0	5-14	772
2017/18	2018-W28	Bundesweit	0	15-34	618
2017/18	2018-W28	Bundesweit	0	60+	221
2017/18	2018-W28	Bundesweit	0	35-59	456
2017/18	2018-W29	Bundesweit	0	00+	470
2017/18	2018-W29	Bundesweit	0	0-4	1832
2017/18	2018-W29	Bundesweit	0	5-14	613
2017/18	2018-W29	Bundesweit	0	15-34	570
2017/18	2018-W29	Bundesweit	0	60+	213
2017/18	2018-W29	Bundesweit	0	35-59	393
2017/18	2018-W30	Bundesweit	0	00+	392
2017/18	2018-W30	Bundesweit	0	0-4	1588
2017/18	2018-W30	Bundesweit	0	5-14	515
2017/18	2018-W30	Bundesweit	0	15-34	496
2017/18	2018-W30	Bundesweit	0	60+	163
2017/18	2018-W30	Bundesweit	0	35-59	317
2017/18	2018-W31	Bundesweit	0	00+	325
2017/18	2018-W31	Bundesweit	0	0-4	1549
2017/18	2018-W31	Bundesweit	0	5-14	455
2017/18	2018-W31	Bundesweit	0	15-34	374
2017/18	2018-W31	Bundesweit	0	60+	137
2017/18	2018-W31	Bundesweit	0	35-59	247
2017/18	2018-W32	Bundesweit	0	00+	317
2017/18	2018-W32	Bundesweit	0	0-4	1441
2017/18	2018-W32	Bundesweit	0	5-14	448
2017/18	2018-W32	Bundesweit	0	15-34	385
2017/18	2018-W32	Bundesweit	0	60+	123
2017/18	2018-W32	Bundesweit	0	35-59	245
2017/18	2018-W33	Bundesweit	0	00+	338
2017/18	2018-W33	Bundesweit	0	0-4	1619
2017/18	2018-W33	Bundesweit	0	5-14	510
2017/18	2018-W33	Bundesweit	0	15-34	404
2017/18	2018-W33	Bundesweit	0	60+	139
2017/18	2018-W33	Bundesweit	0	35-59	239
2017/18	2018-W34	Bundesweit	0	00+	353
2017/18	2018-W34	Bundesweit	0	0-4	1574
2017/18	2018-W34	Bundesweit	0	5-14	581
2017/18	2018-W34	Bundesweit	0	15-34	433
2017/18	2018-W34	Bundesweit	0	60+	122
2017/18	2018-W34	Bundesweit	0	35-59	265
2017/18	2018-W35	Bundesweit	0	00+	472
2017/18	2018-W35	Bundesweit	0	0-4	1850
2017/18	2018-W35	Bundesweit	0	5-14	722
2017/18	2018-W35	Bundesweit	0	15-34	665
2017/18	2018-W35	Bundesweit	0	60+	137
2017/18	2018-W35	Bundesweit	0	35-59	366
2017/18	2018-W36	Bundesweit	0	00+	590
2017/18	2018-W36	Bundesweit	0	0-4	2251
2017/18	2018-W36	Bundesweit	0	5-14	862
2017/18	2018-W36	Bundesweit	0	15-34	841
2017/18	2018-W36	Bundesweit	0	60+	168
2017/18	2018-W36	Bundesweit	0	35-59	473
2017/18	2018-W37	Bundesweit	0	00+	705
2017/18	2018-W37	Bundesweit	0	0-4	2611
2017/18	2018-W37	Bundesweit	0	5-14	939
2017/18	2018-W37	Bundesweit	0	15-34	1019
2017/18	2018-W37	Bundesweit	0	60+	208
2017/18	2018-W37	Bundesweit	0	35-59	582
2017/18	2018-W38	Bundesweit	0	00+	828
2017/18	2018-W38	Bundesweit	0	0-4	3068
2017/18	2018-W38	Bundesweit	0	5-14	1109
2017/18	2018-W38	Bundesweit	0	15-34	1162
2017/18	2018-W38	Bundesweit	0	60+	268
2017/18	2018-W38	Bundesweit	0	35-59	685
2017/18	2018-W39	Bundesweit	0	00+	904
2017/18	2018-W39	Bundesweit	0	0-4	2902
2017/18	2018-W39	Bundesweit	0	5-14	1139
2017/18	2018-W39	Bundesweit	0	15-34	1338
2017/18	2018-W39	Bundesweit	0	60+	296
