Saison	Kalenderwoche	Bundesland	Bundesland_ID	Altersgruppe	ARE_Konsultationsinzidenz
2023/24	2023-W44	Thueringen	16	5-14	1942
2023/24	2023-W44	Thueringen	16	15-34	2256
2023/24	2023-W44	Thueringen	16	60+	599
2023/24	2023-W44	Thueringen	16	35-59	1891
2023/24	2023-W45	Bundesweit	0	00+	1792
2023/24	2023-W45	Bundesweit	0	0-4	4820
2023/24	2023-W45	Bundesweit	0	5-14	2110
2023/24	2023-W45	Bundesweit	0	15-34	2237
2023/24	2023-W45	Bundesweit	0	60+	751
2023/24	2023-W45	Bundesweit	0	35-59	1915
2023/24	2023-W45	Schleswig-Holstein	1	00+	1271
2023/24	2023-W45	Schleswig-Holstein	1	0-4	4433
2023/24	2023-W45	Schleswig-Holstein	1	5-14	1452
2023/24	2023-W45	Schleswig-Holstein	1	15-34	1644
2023/24	2023-W45	Schleswig-Holstein	1	60+	503
2023/24	2023-W45	Schleswig-Holstein	1	35-59	1292
2023/24	2023-W45	Hamburg	2	00+	954
2023/24	2023-W45	Hamburg	2	0-4	4804
2023/24	2023-W45	Hamburg	2	5-14	2082
2023/24	2023-W45	Hamburg	2	15-34	663
2023/24	2023-W45	Hamburg	2	60+	324
2023/24	2023-W45	Hamburg	2	35-59	755
2023/24	2023-W45	Niedersachsen	3	00+	1703
2023/24	2023-W45	Niedersachsen	3	0-4	5241
2023/24	2023-W45	Niedersachsen	3	5-14	2172
2023/24	2023-W45	Niedersachsen	3	15-34	2209
2023/24	2023-W45	Niedersachsen	3	60+	693
2023/24	2023-W45	Niedersachsen	3	35-59	1652
2023/24	2023-W45	Bremen	4	00+	1440
2023/24	2023-W45	Bremen	4	0-4	2873
2023/24	2023-W45	Bremen	4	5-14	1968
2023/24	2023-W45	Bremen	4	15-34	1463
2023/24	2023-W45	Bremen	4	60+	638
2023/24	2023-W45	Bremen	4	35-59	1735
2023/24	2023-W45	Nordrhein-Westfalen	5	00+	1961
2023/24	2023-W45	Nordrhein-Westfalen	5	0-4	4935
2023/24	2023-W45	Nordrhein-Westfalen	5	5-14	2222
2023/24	2023-W45	Nordrhein-Westfalen	5	15-34	2405
2023/24	2023-W45	Nordrhein-Westfalen	5	60+	832
2023/24	2023-W45	Nordrhein-Westfalen	5	35-59	2144
2023/24	2023-W45	Hessen	6	00+	1667
2023/24	2023-W45	Hessen	6	0-4	5026
2023/24	2023-W45	Hessen	6	5-14	1645
2023/24	2023-W45	Hessen	6	15-34	2061
2023/24	2023-W45	Hessen	6	60+	611
2023/24	2023-W45	Hessen	6	35-59	1828
2023/24	2023-W45	Rheinland-Pfalz	7	00+	1864
2023/24	2023-W45	Rheinland-Pfalz	7	0-4	4327
2023/24	2023-W45	Rheinland-Pfalz	7	5-14	1992
2023/24	2023-W45	Rheinland-Pfalz	7	15-34	2529
2023/24	2023-W45	Rheinland-Pfalz	7	60+	689
2023/24	2023-W45	Rheinland-Pfalz	7	35-59	2136
2023/24	2023-W45	Baden-Wuerttemberg	8	00+	1561
2023/24	2023-W45	Baden-Wuerttemberg	8	0-4	3979
2023/24	2023-W45	Baden-Wuerttemberg	8	5-14	2113
2023/24	2023-W45	Baden-Wuerttemberg	8	15-34	1936
2023/24	2023-W45	Baden-Wuerttemberg	8	60+	717
2023/24	2023-W45	Baden-Wuerttemberg	8	35-59	1506
2023/24	2023-W45	Bayern	9	00+	1913
2023/24	2023-W45	Bayern	9	0-4	5585
2023/24	2023-W45	Bayern	9	5-14	2040
2023/24	2023-W45	Bayern	9	15-34	2395
2023/24	2023-W45	Bayern	9	60+	837
2023/24	2023-W45	Bayern	9	35-59	1928
2023/24	2023-W45	Saarland	10	00+	2039
2023/24	2023-W45	Saarland	10	0-4	3947
2023/24	2023-W45	Saarland	10	5-14	2697
2023/24	2023-W45	Saarland	10	15-34	2373
2023/24	2023-W45	Saarland	10	60+	828
2023/24	2023-W45	Saarland	10	35-59	2655
2023/24	2023-W45	Berlin	11	00+	1597
2023/24	2023-W45	Berlin	11	0-4	0
2023/24	2023-W45	Berlin	11	5-14	223
2023/24	2023-W45	Berlin	11	15-34	1753
2023/24	2023-W45	Berlin	11	60+	951
2023/24	2023-W45	Berlin	11	35-59	2546
2023/24	2023-W45	Brandenburg	12	00+	2323
2023/24	2023-W45	Brandenburg	12	0-4	4917
2023/24	2023-W45	Brandenburg	12	5-14	2078
2023/24	2023-W45	Brandenburg	12	15-34	3049
2023/24	2023-W45	Brandenburg	12	60+	1368
2023/24	2023-W45	Brandenburg	12	35-59	2705
2023/24	2023-W45	Mecklenburg-Vorpommern	13	00+	2578
2023/24	2023-W45	Mecklenburg-Vorpommern	13	0-4	11365
2023/24	2023-W45	Mecklenburg-Vorpommern	13	5-14	4602
2023/24	2023-W45	Mecklenburg-Vorpommern	13	15-34	3625
2023/24	2023-W45	Mecklenburg-Vorpommern	13	60+	450
2023/24	2023-W45	Mecklenburg-Vorpommern	13	35-59	2783
2023/24	2023-W45	Sachsen	14	00+	1797
2023/24	2023-W45	Sachsen	14	0-4	6325
2023/24	2023-W45	Sachsen	14	5-14	3120
2023/24	2023-W45	Sachsen	14	15-34	2347
2023/24	2023-W45	Sachsen	14	60+	602
2023/24	2023-W45	Sachsen	14	35-59	1802
2023/24	2023-W45	Sachsen-Anhalt	15	00+	1485
2023/24	2023-W45	Sachsen-Anhalt	15	0-4	6547
2023/24	2023-W45	Sachsen-Anhalt	15	5-14	2601
2023/24	2023-W45	Sachsen-Anhalt	15	15-34	2348
2023/24	2023-W45	Sachsen-Anhalt	15	60+	495
2023/24	2023-W45	Sachsen-Anhalt	15	35-59	1241
2023/24	2023-W45	Thueringen	16	00+	2282
2023/24	2023-W45	Thueringen	16	0-4	4560
2023/24	2023-W45	Thueringen	16	5-14	2798
2023/24	2023-W45	Thueringen	16	15-34	3650
2023/24	2023-W45	Thueringen	16	60+	887
2023/24	2023-W45	Thueringen	16	35-59	2655
2023/24	2023-W46	Bundesweit	0	00+	1907
2023/24	2023-W46	Bundesweit	0	0-4	5088
2023/24	2023-W46	Bundesweit	0	5-14	2249
2023/24	2023-W46	Bundesweit	0	15-34	2365
2023/24	2023-W46	Bundesweit	0	60+	745
2023/24	2023-W46	Bundesweit	0	35-59	2100
2023/24	2023-W46	Schleswig-Holstein	1	00+	1774
2023/24	2023-W46	Schleswig-Holstein	1	0-4	6387
2023/24	2023-W46	Schleswig-Holstein	1	5-14	2758
2023/24	2023-W46	Schleswig-Holstein	1	15-34	2272
2023/24	2023-W46	Schleswig-Holstein	1	60+	546
2023/24	2023-W46	Schleswig-Holstein	1	35-59	1736
2023/24	2023-W46	Hamburg	2	00+	973
2023/24	2023-W46	Hamburg	2	0-4	5156
2023/24	2023-W46	Hamburg	2	5-14	2326
2023/24	2023-W46	Hamburg	2	15-34	728
2023/24	2023-W46	Hamburg	2	60+	356
2023/24	2023-W46	Hamburg	2	35-59	622
2023/24	2023-W46	Niedersachsen	3	00+	1952
2023/24	2023-W46	Niedersachsen	3	0-4	5986
2023/24	2023-W46	Niedersachsen	3	5-14	2391
2023/24	2023-W46	Niedersachsen	3	15-34	2299
2023/24	2023-W46	Niedersachsen	3	60+	724
2023/24	2023-W46	Niedersachsen	3	35-59	2149
2023/24	2023-W46	Bremen	4	00+	1571
2023/24	2023-W46	Bremen	4	0-4	3154
2023/24	2023-W46	Bremen	4	5-14	1805
2023/24	2023-W46	Bremen	4	15-34	1933
2023/24	2023-W46	Bremen	4	60+	789
2023/24	2023-W46	Bremen	4	35-59	1645
2023/24	2023-W46	Nordrhein-Westfalen	5	00+	2138
2023/24	2023-W46	Nordrhein-Westfalen	5	0-4	4769
2023/24	2023-W46	Nordrhein-Westfalen	5	5-14	2283
2023/24	2023-W46	Nordrhein-Westfalen	5	15-34	2583
2023/24	2023-W46	Nordrhein-Westfalen	5	60+	859
2023/24	2023-W46	Nordrhein-Westfalen	5	35-59	2535
2023/24	2023-W46	Hessen	6	00+	1909
2023/24	2023-W46	Hessen	6	0-4	6447
2023/24	2023-W46	Hessen	6	5-14	2222
2023/24	2023-W46	Hessen	6	15-34	2394
2023/24	2023-W46	Hessen	6	60+	661
2023/24	2023-W46	Hessen	6	35-59	1913
2023/24	2023-W46	Rheinland-Pfalz	7	00+	1703
2023/24	2023-W46	Rheinland-Pfalz	7	0-4	4858
2023/24	2023-W46	Rheinland-Pfalz	7	5-14	2239
2023/24	2023-W46	Rheinland-Pfalz	7	15-34	2188
2023/24	2023-W46	Rheinland-Pfalz	7	60+	544
2023/24	2023-W46	Rheinland-Pfalz	7	35-59	1865
2023/24	2023-W46	Baden-Wuerttemberg	8	00+	1622
2023/24	2023-W46	Baden-Wuerttemberg	8	0-4	4276
2023/24	2023-W46	Baden-Wuerttemberg	8	5-14	1655
2023/24	2023-W46	Baden-Wuerttemberg	8	15-34	2092
2023/24	2023-W46	Baden-Wuerttemberg	8	60+	719
2023/24	2023-W46	Baden-Wuerttemberg	8	35-59	1666
2023/24	2023-W46	Bayern	9	00+	1879
2023/24	2023-W46	Bayern	9	0-4	5213
2023/24	2023-W46	Bayern	9	5-14	2140
2023/24	2023-W46	Bayern	9	15-34	2292
2023/24	2023-W46	Bayern	9	60+	772
2023/24	2023-W46	Bayern	9	35-59	1980
2023/24	2023-W46	Saarland	10	00+	1872
2023/24	2023-W46	Saarland	10	0-4	5480
2023/24	2023-W46	Saarland	10	5-14	2742
2023/24	2023-W46	Saarland	10	15-34	2576
2023/24	2023-W46	Saarland	10	60+	579
2023/24	2023-W46	Saarland	10	35-59	2049
2023/24	2023-W46	Berlin	11	00+	1626
2023/24	2023-W46	Berlin	11	0-4	0
2023/24	2023-W46	Berlin	11	5-14	31
2023/24	2023-W46	Berlin	11	15-34	2161
2023/24	2023-W46	Berlin	11	60+	863
2023/24	2023-W46	Berlin	11	35-59	2437
2023/24	2023-W46	Brandenburg	12	00+	2454
2023/24	2023-W46	Brandenburg	12	0-4	5399
2023/24	2023-W46	Brandenburg	12	5-14	3123
2023/24	2023-W46	Brandenburg	12	15-34	3417
2023/24	2023-W46	Brandenburg	12	60+	1258
2023/24	2023-W46	Brandenburg	12	35-59	2666
2023/24	2023-W46	Mecklenburg-Vorpommern	13	00+	3051
2023/24	2023-W46	Mecklenburg-Vorpommern	13	0-4	9733
2023/24	2023-W46	Mecklenburg-Vorpommern	13	5-14	4130
2023/24	2023-W46	Mecklenburg-Vorpommern	13	15-34	4611
2023/24	2023-W46	Mecklenburg-Vorpommern	13	60+	738
2023/24	2023-W46	Mecklenburg-Vorpommern	13	35-59	3675
2023/24	2023-W46	Sachsen	14	00+	1923
2023/24	2023-W46	Sachsen	14	0-4	6628
2023/24	2023-W46	Sachsen	14	5-14	3222
2023/24	2023-W46	Sachsen	14	15-34	2476
2023/24	2023-W46	Sachsen	14	60+	543
2023/24	2023-W46	Sachsen	14	35-59	2105
2023/24	2023-W46	Sachsen-Anhalt	15	00+	1756
2023/24	2023-W46	Sachsen-Anhalt	15	0-4	7547
2023/24	2023-W46	Sachsen-Anhalt	15	5-14	3954
2023/24	2023-W46	Sachsen-Anhalt	15	15-34	2243
2023/24	2023-W46	Sachsen-Anhalt	15	60+	535
2023/24	2023-W46	Sachsen-Anhalt	15	35-59	1596
2023/24	2023-W46	Thueringen	16	00+	2068
2023/24	2023-W46	Thueringen	16	0-4	4741
2023/24	2023-W46	Thueringen	16	5-14	2494
2023/24	2023-W46	Thueringen	16	15-34	3053
2023/24	2023-W46	Thueringen	16	60+	908
2023/24	2023-W46	Thueringen	16	35-59	2376
2023/24	2023-W47	Bundesweit	0	00+	2059
2023/24	2023-W47	Bundesweit	0	0-4	5791
2023/24	2023-W47	Bundesweit	0	5-14	2566
2023/24	2023-W47	Bundesweit	0	15-34	2501
2023/24	2023-W47	Bundesweit	0	60+	770
2023/24	2023-W47	Bundesweit	0	35-59	2255
2023/24	2023-W47	Schleswig-Holstein	1	00+	2127
2023/24	2023-W47	Schleswig-Holstein	1	0-4	6998
2023/24	2023-W47	Schleswig-Holstein	1	5-14	2631
2023/24	2023-W47	Schleswig-Holstein	1	15-34	2595
2023/24	2023-W47	Schleswig-Holstein	1	60+	825
2023/24	2023-W47	Schleswig-Holstein	1	35-59	2279
2023/24	2023-W47	Hamburg	2	00+	1246
2023/24	2023-W47	Hamburg	2	0-4	8671
2023/24	2023-W47	Hamburg	2	5-14	2082
2023/24	2023-W47	Hamburg	2	15-34	980
2023/24	2023-W47	Hamburg	2	60+	259
2023/24	2023-W47	Hamburg	2	35-59	844
2023/24	2023-W47	Niedersachsen	3	00+	2170
2023/24	2023-W47	Niedersachsen	3	0-4	8214
2023/24	2023-W47	Niedersachsen	3	5-14	2624
2023/24	2023-W47	Niedersachsen	3	15-34	2601
2023/24	2023-W47	Niedersachsen	3	60+	771
2023/24	2023-W47	Niedersachsen	3	35-59	2178
2023/24	2023-W47	Bremen	4	00+	1928
2023/24	2023-W47	Bremen	4	0-4	4185
2023/24	2023-W47	Bremen	4	5-14	1976
2023/24	2023-W47	Bremen	4	15-34	2014
2023/24	2023-W47	Bremen	4	60+	858
2023/24	2023-W47	Bremen	4	35-59	2418
2023/24	2023-W47	Nordrhein-Westfalen	5	00+	2242
2023/24	2023-W47	Nordrhein-Westfalen	5	0-4	5050
2023/24	2023-W47	Nordrhein-Westfalen	5	5-14	2475
2023/24	2023-W47	Nordrhein-Westfalen	5	15-34	2869
2023/24	2023-W47	Nordrhein-Westfalen	5	60+	908
2023/24	2023-W47	Nordrhein-Westfalen	5	35-59	2509
2023/24	2023-W47	Hessen	6	00+	1937
2023/24	2023-W47	Hessen	6	0-4	5440
2023/24	2023-W47	Hessen	6	5-14	2181
2023/24	2023-W47	Hessen	6	15-34	2297
2023/24	2023-W47	Hessen	6	60+	688
2023/24	2023-W47	Hessen	6	35-59	2188
2023/24	2023-W47	Rheinland-Pfalz	7	00+	2171
2023/24	2023-W47	Rheinland-Pfalz	7	0-4	6205
2023/24	2023-W47	Rheinland-Pfalz	7	5-14	2790
2023/24	2023-W47	Rheinland-Pfalz	7	15-34	2846
2023/24	2023-W47	Rheinland-Pfalz	7	60+	786
2023/24	2023-W47	Rheinland-Pfalz	7	35-59	2272
2023/24	2023-W47	Baden-Wuerttemberg	8	00+	1824
2023/24	2023-W47	Baden-Wuerttemberg	8	0-4	4742
2023/24	2023-W47	Baden-Wuerttemberg	8	5-14	2300
2023/24	2023-W47	Baden-Wuerttemberg	8	15-34	2238
2023/24	2023-W47	Baden-Wuerttemberg	8	60+	702
2023/24	2023-W47	Baden-Wuerttemberg	8	35-59	1928
2023/24	2023-W47	Bayern	9	00+	1948
2023/24	2023-W47	Bayern	9	0-4	6147
2023/24	2023-W47	Bayern	9	5-14	2618
2023/24	2023-W47	Bayern	9	15-34	2221
2023/24	2023-W47	Bayern	9	60+	705
2023/24	2023-W47	Bayern	9	35-59	2022
2023/24	2023-W47	Saarland	10	00+	2108
2023/24	2023-W47	Saarland	10	0-4	4484
2023/24	2023-W47	Saarland	10	5-14	3560
2023/24	2023-W47	Saarland	10	15-34	2807
2023/24	2023-W47	Saarland	10	60+	607
2023/24	2023-W47	Saarland	10	35-59	2511
2023/24	2023-W47	Berlin	11	00+	2107
2023/24	2023-W47	Berlin	11	0-4	1699
2023/24	2023-W47	Berlin	11	5-14	1429
2023/24	2023-W47	Berlin	11	15-34	2211
2023/24	2023-W47	Berlin	11	60+	1088
2023/24	2023-W47	Berlin	11	35-59	3012
2023/24	2023-W47	Brandenburg	12	00+	2757
2023/24	2023-W47	Brandenburg	12	0-4	7143
2023/24	2023-W47	Brandenburg	12	5-14	3538
2023/24	2023-W47	Brandenburg	12	15-34	3770
2023/24	2023-W47	Brandenburg	12	60+	1365
2023/24	2023-W47	Brandenburg	12	35-59	2951
2023/24	2023-W47	Mecklenburg-Vorpommern	13	00+	3336
2023/24	2023-W47	Mecklenburg-Vorpommern	13	0-4	11590
2023/24	2023-W47	Mecklenburg-Vorpommern	13	5-14	4551
2023/24	2023-W47	Mecklenburg-Vorpommern	13	15-34	4226
2023/24	2023-W47	Mecklenburg-Vorpommern	13	60+	697
2023/24	2023-W47	Mecklenburg-Vorpommern	13	35-59	4455
2023/24	2023-W47	Sachsen	14	00+	1580
2023/24	2023-W47	Sachsen	14	0-4	6178
2023/24	2023-W47	Sachsen	14	5-14	2613
2023/24	2023-W47	Sachsen	14	15-34	1856
2023/24	2023-W47	Sachsen	14	60+	494
2023/24	2023-W47	Sachsen	14	35-59	1705
2023/24	2023-W47	Sachsen-Anhalt	15	00+	1884
2023/24	2023-W47	Sachsen-Anhalt	15	0-4	6158
2023/24	2023-W47	Sachsen-Anhalt	15	5-14	4284
2023/24	2023-W47	Sachsen-Anhalt	15	15-34	3022
2023/24	2023-W47	Sachsen-Anhalt	15	60+	337
2023/24	2023-W47	Sachsen-Anhalt	15	35-59	1848
2023/24	2023-W47	Thueringen	16	00+	2022
2023/24	2023-W47	Thueringen	16	0-4	4909
2023/24	2023-W47	Thueringen	16	5-14	2720
2023/24	2023-W47	Thueringen	16	15-34	2774
2023/24	2023-W47	Thueringen	16	60+	806
2023/24	2023-W47	Thueringen	16	35-59	2417
2023/24	2023-W48	Bundesweit	0	00+	2065
2023/24	2023-W48	Bundesweit	0	0-4	5980
2023/24	2023-W48	Bundesweit	0	5-14	2525
2023/24	2023-W48	Bundesweit	0	15-34	2478
2023/24	2023-W48	Bundesweit	0	60+	771
2023/24	2023-W48	Bundesweit	0	35-59	2272
2023/24	2023-W48	Schleswig-Holstein	1	00+	2114
2023/24	2023-W48	Schleswig-Holstein	1	0-4	7932
2023/24	2023-W48	Schleswig-Holstein	1	5-14	2745
2023/24	2023-W48	Schleswig-Holstein	1	15-34	2514
2023/24	2023-W48	Schleswig-Holstein	1	60+	587
2023/24	2023-W48	Schleswig-Holstein	1	35-59	2361
2023/24	2023-W48	Hamburg	2	00+	1264
2023/24	2023-W48	Hamburg	2	0-4	9374
2023/24	2023-W48	Hamburg	2	5-14	2331
2023/24	2023-W48	Hamburg	2	15-34	857
2023/24	2023-W48	Hamburg	2	60+	227
2023/24	2023-W48	Hamburg	2	35-59	844
2023/24	2023-W48	Niedersachsen	3	00+	2273
2023/24	2023-W48	Niedersachsen	3	0-4	8781
2023/24	2023-W48	Niedersachsen	3	5-14	2908
2023/24	2023-W48	Niedersachsen	3	15-34	2572
2023/24	2023-W48	Niedersachsen	3	60+	793
2023/24	2023-W48	Niedersachsen	3	35-59	2326
2023/24	2023-W48	Bremen	4	00+	1721
2023/24	2023-W48	Bremen	4	0-4	3560
2023/24	2023-W48	Bremen	4	5-14	2159
2023/24	2023-W48	Bremen	4	15-34	2110
2023/24	2023-W48	Bremen	4	60+	116
2023/24	2023-W48	Bremen	4	35-59	2379
2023/24	2023-W48	Nordrhein-Westfalen	5	00+	2262
2023/24	2023-W48	Nordrhein-Westfalen	5	0-4	5887
2023/24	2023-W48	Nordrhein-Westfalen	5	5-14	2712
2023/24	2023-W48	Nordrhein-Westfalen	5	15-34	2650
2023/24	2023-W48	Nordrhein-Westfalen	5	60+	973
2023/24	2023-W48	Nordrhein-Westfalen	5	35-59	2479
2023/24	2023-W48	Hessen	6	00+	1967
2023/24	2023-W48	Hessen	6	0-4	6581
2023/24	2023-W48	Hessen	6	5-14	2057
2023/24	2023-W48	Hessen	6	15-34	2247
2023/24	2023-W48	Hessen	6	60+	697
2023/24	2023-W48	Hessen	6	35-59	2183
2023/24	2023-W48	Rheinland-Pfalz	7	00+	2257
2023/24	2023-W48	Rheinland-Pfalz	7	0-4	5332
2023/24	2023-W48	Rheinland-Pfalz	7	5-14	2824
2023/24	2023-W48	Rheinland-Pfalz	7	15-34	2851
2023/24	2023-W48	Rheinland-Pfalz	7	60+	998
2023/24	2023-W48	Rheinland-Pfalz	7	35-59	2443
2023/24	2023-W48	Baden-Wuerttemberg	8	00+	1730
2023/24	2023-W48	Baden-Wuerttemberg	8	0-4	3965
2023/24	2023-W48	Baden-Wuerttemberg	8	5-14	1898
2023/24	2023-W48	Baden-Wuerttemberg	8	15-34	2195
2023/24	2023-W48	Baden-Wuerttemberg	8	60+	711
2023/24	2023-W48	Baden-Wuerttemberg	8	35-59	1896
2023/24	2023-W48	Bayern	9	00+	1970
2023/24	2023-W48	Bayern	9	0-4	6415
2023/24	2023-W48	Bayern	9	5-14	2595
2023/24	2023-W48	Bayern	9	15-34	2264
2023/24	2023-W48	Bayern	9	60+	726
2023/24	2023-W48	Bayern	9	35-59	2010
2023/24	2023-W48	Saarland	10	00+	1630
2023/24	2023-W48	Saarland	10	0-4	4911
2023/24	2023-W48	Saarland	10	5-14	3167
2023/24	2023-W48	Saarland	10	15-34	2302
2023/24	2023-W48	Saarland	10	60+	451
2023/24	2023-W48	Saarland	10	35-59	1571
2023/24	2023-W48	Berlin	11	00+	2074
2023/24	2023-W48	Berlin	11	0-4	0
2023/24	2023-W48	Berlin	11	5-14	183
2023/24	2023-W48	Berlin	11	15-34	2521
2023/24	2023-W48	Berlin	11	60+	963
2023/24	2023-W48	Berlin	11	35-59	3349
2023/24	2023-W48	Brandenburg	12	00+	2530
2023/24	2023-W48	Brandenburg	12	0-4	6566
2023/24	2023-W48	Brandenburg	12	5-14	3528
2023/24	2023-W48	Brandenburg	12	15-34	3696
2023/24	2023-W48	Brandenburg	12	60+	877
2023/24	2023-W48	Brandenburg	12	35-59	2889
2023/24	2023-W48	Mecklenburg-Vorpommern	13	00+	3035
2023/24	2023-W48	Mecklenburg-Vorpommern	13	0-4	11704
2023/24	2023-W48	Mecklenburg-Vorpommern	13	5-14	4794
2023/24	2023-W48	Mecklenburg-Vorpommern	13	15-34	4137
2023/24	2023-W48	Mecklenburg-Vorpommern	13	60+	702
2023/24	2023-W48	Mecklenburg-Vorpommern	13	35-59	3518
2023/24	2023-W48	Sachsen	14	00+	1896
2023/24	2023-W48	Sachsen	14	0-4	6373
2023/24	2023-W48	Sachsen	14	5-14	3070
2023/24	2023-W48	Sachsen	14	15-34	2437
2023/24	2023-W48	Sachsen	14	60+	513
2023/24	2023-W48	Sachsen	14	35-59	2152
2023/24	2023-W48	Sachsen-Anhalt	15	00+	1797
2023/24	2023-W48	Sachsen-Anhalt	15	0-4	6325
2023/24	2023-W48	Sachsen-Anhalt	15	5-14	2578
2023/24	2023-W48	Sachsen-Anhalt	15	15-34	2639
2023/24	2023-W48	Sachsen-Anhalt	15	60+	611
2023/24	2023-W48	Sachsen-Anhalt	15	35-59	1931
2023/24	2023-W48	Thueringen	16	00+	2111
2023/24	2023-W48	Thueringen	16	0-4	5010
2023/24	2023-W48	Thueringen	16	5-14	3069
2023/24	2023-W48	Thueringen	16	15-34	3403
2023/24	2023-W48	Thueringen	16	60+	767
2023/24	2023-W48	Thueringen	16	35-59	2279
2023/24	2023-W49	Bundesweit	0	00+	2309
2023/24	2023-W49	Bundesweit	0	0-4	6250
2023/24	2023-W49	Bundesweit	0	5-14	2647
2023/24	2023-W49	Bundesweit	0	15-34	2821
2023/24	2023-W49	Bundesweit	0	60+	874
2023/24	2023-W49	Bundesweit	0	35-59	2605
2023/24	2023-W49	Schleswig-Holstein	1	00+	2480
2023/24	2023-W49	Schleswig-Holstein	1	0-4	8486
2023/24	2023-W49	Schleswig-Holstein	1	5-14	3309
2023/24	2023-W49	Schleswig-Holstein	1	15-34	3101
2023/24	2023-W49	Schleswig-Holstein	1	60+	734
2023/24	2023-W49	Schleswig-Holstein	1	35-59	2711
2023/24	2023-W49	Hamburg	2	00+	1151
2023/24	2023-W49	Hamburg	2	0-4	7616
2023/24	2023-W49	Hamburg	2	5-14	2326
2023/24	2023-W49	Hamburg	2	15-34	591
2023/24	2023-W49	Hamburg	2	60+	421
2023/24	2023-W49	Hamburg	2	35-59	844
2023/24	2023-W49	Niedersachsen	3	00+	2444
2023/24	2023-W49	Niedersachsen	3	0-4	8525
2023/24	2023-W49	Niedersachsen	3	5-14	2470
2023/24	2023-W49	Niedersachsen	3	15-34	3156
2023/24	2023-W49	Niedersachsen	3	60+	733
2023/24	2023-W49	Niedersachsen	3	35-59	2666
2023/24	2023-W49	Bremen	4	00+	2398
2023/24	2023-W49	Bremen	4	0-4	3685
2023/24	2023-W49	Bremen	4	5-14	1867
2023/24	2023-W49	Bremen	4	15-34	2497
2023/24	2023-W49	Bremen	4	60+	812
2023/24	2023-W49	Bremen	4	35-59	3634
2023/24	2023-W49	Nordrhein-Westfalen	5	00+	2445
2023/24	2023-W49	Nordrhein-Westfalen	5	0-4	5600
2023/24	2023-W49	Nordrhein-Westfalen	5	5-14	2470
2023/24	2023-W49	Nordrhein-Westfalen	5	15-34	3034
2023/24	2023-W49	Nordrhein-Westfalen	5	60+	1004
2023/24	2023-W49	Nordrhein-Westfalen	5	35-59	2846
2023/24	2023-W49	Hessen	6	00+	2313
2023/24	2023-W49	Hessen	6	0-4	6933
2023/24	2023-W49	Hessen	6	5-14	2492
2023/24	2023-W49	Hessen	6	15-34	2807
2023/24	2023-W49	Hessen	6	60+	836
2023/24	2023-W49	Hessen	6	35-59	2529
2023/24	2023-W49	Rheinland-Pfalz	7	00+	2404
2023/24	2023-W49	Rheinland-Pfalz	7	0-4	6245
2023/24	2023-W49	Rheinland-Pfalz	7	5-14	2794
2023/24	2023-W49	Rheinland-Pfalz	7	15-34	3257
2023/24	2023-W49	Rheinland-Pfalz	7	60+	837
2023/24	2023-W49	Rheinland-Pfalz	7	35-59	2649
2023/24	2023-W49	Baden-Wuerttemberg	8	00+	2068
2023/24	2023-W49	Baden-Wuerttemberg	8	0-4	5194
2023/24	2023-W49	Baden-Wuerttemberg	8	5-14	2546
2023/24	2023-W49	Baden-Wuerttemberg	8	15-34	2652
2023/24	2023-W49	Baden-Wuerttemberg	8	60+	897
2023/24	2023-W49	Baden-Wuerttemberg	8	35-59	2062
2023/24	2023-W49	Bayern	9	00+	2309
2023/24	2023-W49	Bayern	9	0-4	6763
2023/24	2023-W49	Bayern	9	5-14	2916
2023/24	2023-W49	Bayern	9	15-34	2748
2023/24	2023-W49	Bayern	9	60+	853
2023/24	2023-W49	Bayern	9	35-59	2429
2023/24	2023-W49	Saarland	10	00+	1942
2023/24	2023-W49	Saarland	10	0-4	3015
2023/24	2023-W49	Saarland	10	5-14	2589
2023/24	2023-W49	Saarland	10	15-34	2684
2023/24	2023-W49	Saarland	10	60+	687
2023/24	2023-W49	Saarland	10	35-59	2447
2023/24	2023-W49	Berlin	11	00+	2143
2023/24	2023-W49	Berlin	11	0-4	212
2023/24	2023-W49	Berlin	11	5-14	169
2023/24	2023-W49	Berlin	11	15-34	2185
2023/24	2023-W49	Berlin	11	60+	1064
2023/24	2023-W49	Berlin	11	35-59	3705
2023/24	2023-W49	Brandenburg	12	00+	3246
2023/24	2023-W49	Brandenburg	12	0-4	6076
2023/24	2023-W49	Brandenburg	12	5-14	4167
2023/24	2023-W49	Brandenburg	12	15-34	4177
2023/24	2023-W49	Brandenburg	12	60+	1531
2023/24	2023-W49	Brandenburg	12	35-59	3940
2023/24	2023-W49	Mecklenburg-Vorpommern	13	00+	3074
2023/24	2023-W49	Mecklenburg-Vorpommern	13	0-4	12322
2023/24	2023-W49	Mecklenburg-Vorpommern	13	5-14	4002
2023/24	2023-W49	Mecklenburg-Vorpommern	13	15-34	2933
2023/24	2023-W49	Mecklenburg-Vorpommern	13	60+	810
2023/24	2023-W49	Mecklenburg-Vorpommern	13	35-59	4306
2023/24	2023-W49	Sachsen	14	00+	1790
2023/24	2023-W49	Sachsen	14	0-4	5428
2023/24	2023-W49	Sachsen	14	5-14	2808
2023/24	2023-W49	Sachsen	14	15-34	2244
2023/24	2023-W49	Sachsen	14	60+	596
2023/24	2023-W49	Sachsen	14	35-59	2044
